#AUTHID,STATUS,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,
1ece40ac9b657dea8c22a1fe58d3a6fe,"I guess this is our last goodbye | And you don't care, so I wont cry | But you'll be sorry when I'm dead | And all this guilt will be on your head | I guess you'd call it suicide | But I'm too full to swallow my pride.",3.5,1.75,4.75,3,4.25,n,n,y,n,y,08/07/09 06:11 PM,256,30788.5,95.07,0.03,31646,0.49,0.16,
1d6d222bd3fb4c0af35466042cb82d78,Michael Jackson is dead! What is the world coming too!,1.95,2.4,3.8,2.8,2.7,n,n,y,n,n,07/04/09 02:28 PM,686,223635,95.46,0.02,230361,0.49,0.16,
1c10cc0852579d2fa000e3fc3327bb98,"for the united fans reading, dont worry be happy 92-93: LWDW. Champions. 95-96: LWWW. Champions. 96-97: WDDD. Champions. 98-99: DDWW. Champions. 00-01: WDDW. Champions 02-03: WDDW. Champions. 07-08: DDLW. Champions. 08-09: DWLD. Champions. 09-10: WL�.",2.6,2.65,2.1,2.2,3.5,n,n,n,n,n,12/06/09 08:40 PM,139,9100.53,96.27,0.04,9251,0.49,0.11,
1bd281623fa6ad208caa394dcad75c7d,Nothing to do in lab because the TAs messed up in turning yeast into spheroplasts on time. Too good to be true.,2.1,2.7,3.4,2.05,3.65,n,n,n,n,n,08/15/09 04:35 PM,573,154659,94.7,0.02,160407,0.49,0.18,
1886cffe45f0ee0240eda42e44a01e07,is fat and happy :],4.75,1.25,3.5,3.25,3.5,y,n,n,n,n,07/24/09 08:25 AM,289,38381.5,92.87,0.03,40329,0.49,0.15,
1695fbad7101e34d4cb4686a6770231f,"anotha day, anotha dolla",5,1.75,3,3.5,3.5,y,n,n,y,n,07/16/09 09:48 PM,855,349689,96.01,0.02,358852,0.49,0.18,
13eda4b130aec87b280692cd68e3cabd,how do you play poker?!,3.75,2.25,4.5,3.75,4.25,y,n,y,y,y,07/07/09 09:30 AM,278,36276,94.9,0.03,37357,0.49,0.16,
127d3a99f86b3ee848fd0449bec048fc,": The bubble picture is up as requested.  On a related note, my bike has fallen victim to the insatiable hunger of *PROPNAME*'s Venus bike trap.",3.35,2.05,3,3.85,4.5,n,n,n,y,y,06/17/09 06:09 AM,144,8951.17,88.16,0.07,9577,0.47,0.34,
12006962a8659cc890a5a66913494704,the first day of institute...,3,2.75,4,3.25,4.33,n,n,y,n,y,08/22/09 02:35 PM,1596,1251780,98.47,0.01,1263790,0.5,0.07,
11fc0a8b587b93bb9bfe957f62729d7e,Vegas until Thursday :),4.25,1.75,4.75,5,4,y,n,y,y,y,07/26/09 06:01 PM,900,397632,98.51,0.01,400980,0.5,0.06,
0ea88660e23db79e2a3c897a5490d0df,"is wondering how many people know that the United States' Independence Day is actually the day that they published the Declaration of Independence, not the day they signed it into law.",4.25,2,3.25,4.75,3.5,y,n,n,y,n,07/05/09 10:28 PM,298,41492.8,94.4,0.03,42968,0.49,0.14,
0bfa3d952ffed50f25011b128e73a820,"is glad *PROPNAME* has taken responsibility for what happened.  Don't worry, *PROPNAME*, I'm not mad at you!",2.8,1.6,3.65,3.25,4.15,n,n,y,n,y,08/09/09 10:59 PM,463,103722,97.4,0.02,105113,0.49,0.13,
0abd57182992dd9167b88b198350afe4,Was stuck between reality and a dream...unpleasant.,4.33,2.17,3.17,4.17,4.83,y,n,n,y,y,07/09/09 06:18 PM,654,207792,97.61,0.01,210797,0.5,0.08,
0737e4e4980f56c9fb1cb5743001c917,wants to learn how to make French macaroons,3.35,2.3,4.1,2.4,4.5,n,n,y,n,y,12/02/09 01:08 AM,431,91298.5,98.98,0.01,91701,0.5,0.03,
06b055f8e2bca96496514891057913c3,is enjoying the cricket...comfy boxers and rainy weather...is it too soon for a beer?,2.85,2.35,3.35,4.7,3.35,n,n,n,y,n,06/16/09 06:22 AM,194,18123.1,97.81,0.02,18313,0.49,0.06,
